project_id,project_name,city,neighborhood,latitude,longitude,property_type,quality_tier,launch_date,total_units,avg_price,total_leads,qualified_leads,qualified_lead_rate,visits,reservations,sales,spend,cpl,cpql,lead_to_visit_rate,visit_to_reservation_rate,reservation_to_sale_rate,revenue,avg_sale_price,unsold_inventory,sell_through_rate
P0127,Ennasr Urban Homes,Ariana,Ennasr,36.862237,10.15476,Apartment,average,2025-06-05,227,225000,690,294,0.4260869565217391,182,55,34.0,41644.14,60.35382608695652,141.64673469387756,0.263768115942029,0.3021978021978022,0.6181818181818182,7306598.13,214899.945,193.0,0.14977973568281938
P0132,Ennasr Urban Living,Ariana,Ennasr,36.861277,10.155155,Apartment,average,2025-01-05,162,337000,1153,355,0.30789245446660884,254,71,29.0,70660.77,61.28427580225499,199.04442253521128,0.22029488291413704,0.2795275590551181,0.4084507042253521,9312156.03,321108.82862068963,133.0,0.17901234567901234
P0152,Ennasr Urban Living,Ariana,Ennasr,36.862396,10.154432,Apartment,weak,2025-02-18,166,211000,706,215,0.3045325779036827,128,26,7.0,50495.05,71.52273371104816,234.86069767441862,0.1813031161473088,0.203125,0.2692307692307692,1409148.98,201306.99714285714,159.0,0.04216867469879518
P0124,Ennasr Urban Park,Ariana,Ennasr,36.859404,10.149052,Apartment,average,2025-03-07,105,155000,1062,403,0.3794726930320151,258,87,45.0,63676.85,59.95936911487759,158.00707196029776,0.24293785310734464,0.3372093023255814,0.5172413793103449,6526977.11,145043.93577777778,60.0,0.42857142857142855
P0197,Ennasr Urban Park,Ariana,Ennasr,36.861498,10.144405,Apartment,average,2025-04-25,118,331000,986,321,0.3255578093306288,237,75,41.0,58411.11,59.24047667342799,181.96607476635515,0.24036511156186613,0.31645569620253167,0.5466666666666666,12690682.85,309528.85,77.0,0.3474576271186441
P0129,Ennasr Urban Residences,Ariana,Ennasr,36.856458,10.155205,Apartment,average,2025-04-12,220,316000,900,305,0.3388888888888889,223,59,28.0,54432.52,60.480577777777775,178.46727868852457,0.2477777777777778,0.2645739910313901,0.4745762711864407,8339043.23,297822.97250000003,192.0,0.12727272727272726
P0139,Ennasr Urban Residences,Ariana,Ennasr,36.86312,10.162958,Apartment,average,2025-04-25,89,234000,892,361,0.4047085201793722,212,65,29.0,47185.38,52.898408071748875,130.70742382271467,0.23766816143497757,0.30660377358490565,0.4461538461538462,6432227.31,221800.94172413793,60.0,0.3258426966292135
P0159,Ennasr Urban Residences,Ariana,Ennasr,36.867514,10.165698,Apartment,average,2025-04-11,107,206000,952,385,0.40441176470588236,237,75,42.0,56716.57,59.576228991596636,147.31576623376623,0.24894957983193278,0.31645569620253167,0.56,8188447.46,194963.03476190477,65.0,0.3925233644859813
P0177,Ennasr Urban Residences,Ariana,Ennasr,36.857404,10.149247,Apartment,average,2025-04-08,179,338000,974,293,0.3008213552361396,223,56,25.0,57062.18,58.58540041067762,194.7514675767918,0.22895277207392198,0.25112107623318386,0.44642857142857145,7984055.72,319362.2288,154.0,0.13966480446927373
P0180,Ennasr Urban Residences,Ariana,Ennasr,36.871009,10.157053,Apartment,average,2025-02-06,205,191000,1116,432,0.3870967741935484,264,67,42.0,66707.85,59.77405913978495,154.41631944444447,0.23655913978494625,0.2537878787878788,0.6268656716417911,7604932.84,181069.82952380952,163.0,0.2048780487804878
P0190,Ennasr Urban Residences,Ariana,Ennasr,36.869215,10.151617,Apartment,average,2025-05-06,135,176000,815,330,0.4049079754601227,194,65,35.0,46673.76,57.26841717791411,141.43563636363638,0.23803680981595093,0.33505154639175255,0.5384615384615384,5823377.77,166382.22199999998,100.0,0.25925925925925924
P0147,Ennasr Urban Suites,Ariana,Ennasr,36.868334,10.152195,Apartment,strong,2025-04-01,226,450000,1207,321,0.2659486329743165,276,77,39.0,74507.07,61.729138359569184,232.10925233644863,0.22866611433305717,0.27898550724637683,0.5064935064935064,16663954.34,427280.8805128205,187.0,0.17256637168141592
P0136,Ennasr Urban Terraces,Ariana,Ennasr,36.857626,10.163046,Apartment,average,2025-04-01,143,188000,863,336,0.38933951332560834,209,70,36.0,52562.15,60.906315179606025,156.43497023809525,0.2421784472769409,0.3349282296650718,0.5142857142857142,6414106.47,178169.62416666665,107.0,0.2517482517482518
P0137,Ennasr Urban Terraces,Ariana,Ennasr,36.863527,10.16504,Apartment,average,2025-06-04,190,387000,651,160,0.2457757296466974,127,34,14.0,42914.74,65.92125960061443,268.217125,0.19508448540706605,0.2677165354330709,0.4117647058823529,5128566.11,366326.15071428573,176.0,0.07368421052631578
P0185,Ennasr Urban Terraces,Ariana,Ennasr,36.860301,10.150013,Apartment,average,2025-02-21,154,304000,1065,354,0.3323943661971831,258,66,36.0,69194.1,64.97098591549296,195.46355932203392,0.24225352112676057,0.2558139534883721,0.5454545454545454,10295194.45,285977.6236111111,118.0,0.23376623376623376
P0140,Ennasr Urban Vista,Ariana,Ennasr,36.854955,10.158705,Apartment,strong,2025-03-19,207,263000,1450,640,0.4413793103448276,456,188,113.0,72216.06,49.80417931034483,112.83759375,0.31448275862068964,0.41228070175438597,0.601063829787234,27938459.85,247243.0075221239,94.0,0.5458937198067633
P0172,Menzah 6 Business Heights,Ariana,Menzah 6,36.857229,10.160929,Office,average,2025-01-18,90,326000,790,239,0.30253164556962026,181,37,22.0,49596.57,62.78046835443038,207.51702928870293,0.2291139240506329,0.20441988950276244,0.5945945945945946,6718071.140000001,305366.87000000005,68.0,0.24444444444444444
P0191,Menzah 6 Business Heights,Ariana,Menzah 6,36.859366,10.171888,Office,average,2025-01-13,55,305000,801,293,0.365792759051186,179,56,26.0,49993.44,62.41378277153559,170.62607508532423,0.22347066167290885,0.3128491620111732,0.4642857142857143,7493116.37,288196.7834615385,29.0,0.4727272727272727
P0141,Menzah 6 Business Residences,Ariana,Menzah 6,36.847895,10.171545,Office,average,2025-05-11,104,253000,590,241,0.40847457627118644,155,35,21.0,33574.03,56.905135593220336,139.31132780082987,0.2627118644067797,0.22580645161290322,0.6,4952409.51,235829.0242857143,83.0,0.20192307692307693
P0171,Menzah 6 Business Vista,Ariana,Menzah 6,36.855686,10.170368,Office,weak,2025-02-22,106,323000,508,127,0.25,76,15,4.0,37539.48,73.89661417322836,295.58645669291343,0.14960629921259844,0.19736842105263158,0.26666666666666666,1157383.4,289345.85,102.0,0.03773584905660377
P0183,Menzah 6 Compact Park,Ariana,Menzah 6,36.851543,10.165737,Studio,average,2025-04-13,142,224000,815,315,0.38650306748466257,203,57,29.0,49922.46,61.25455214723926,158.484,0.249079754601227,0.28078817733990147,0.5087719298245614,6178413.94,213048.75655172416,113.0,0.20422535211267606
P0186,Menzah 6 Compact Terraces,Ariana,Menzah 6,36.849451,10.172012,Studio,weak,2025-05-06,131,190000,585,192,0.3282051282051282,120,29,9.0,40687.55,69.55136752136752,211.9143229166667,0.20512820512820512,0.24166666666666667,0.3103448275862069,1612324.11,179147.12333333335,122.0,0.06870229007633588
P0184,Menzah 6 Compact Vista,Ariana,Menzah 6,36.849188,10.162701,Studio,weak,2025-03-13,94,112000,694,246,0.35446685878962536,125,23,10.0,48087.07,69.28972622478386,195.47589430894308,0.18011527377521613,0.184,0.43478260869565216,1071593.69,107159.36899999999,84.0,0.10638297872340426
P0193,Menzah 6 Signature Vista,Ariana,Menzah 6,36.858939,10.168917,Villa,weak,2025-03-18,62,350000,455,107,0.23516483516483516,69,19,7.0,35032.49,76.99448351648351,327.4064485981308,0.15164835164835164,0.2753623188405797,0.3684210526315789,2313443.04,330491.86285714287,55.0,0.11290322580645161
P0123,Menzah 6 Urban Gardens,Ariana,Menzah 6,36.849427,10.164238,Apartment,average,2025-03-19,192,322000,931,307,0.3297529538131042,217,51,30.0,59932.43,64.37425349087003,195.21964169381107,0.23308270676691728,0.2350230414746544,0.5882352941176471,9082751.2,302758.3733333333,162.0,0.15625
P0166,Menzah 6 Urban Gardens,Ariana,Menzah 6,36.851984,10.16662,Apartment,average,2025-01-13,98,333000,1144,340,0.2972027972027972,247,71,27.0,74530.24,65.1488111888112,219.20658823529413,0.2159090909090909,0.2874493927125506,0.38028169014084506,8509246.43,315157.2751851852,71.0,0.2755102040816326
P0164,Menzah 6 Urban Homes,Ariana,Menzah 6,36.847746,10.159461,Apartment,strong,2025-01-10,224,220000,1720,784,0.4558139534883721,512,202,142.0,87343.64,50.78118604651163,111.40770408163266,0.29767441860465116,0.39453125,0.7029702970297029,29563399.88,208192.95690140844,82.0,0.6339285714285714
P0121,Menzah 6 Urban Living,Ariana,Menzah 6,36.851499,10.156238,Apartment,strong,2025-05-07,136,276000,1258,540,0.4292527821939587,382,160,99.0,60478.79,48.07534976152623,111.99775925925925,0.3036565977742448,0.418848167539267,0.61875,25744683.55,260047.30858585858,37.0,0.7279411764705882
P0156,Menzah 6 Urban Living,Ariana,Menzah 6,36.851371,10.164198,Apartment,strong,2025-03-29,195,435000,1227,293,0.23879380603096984,289,88,40.0,74376.58,60.61660961695192,253.84498293515358,0.23553382233088835,0.3044982698961938,0.45454545454545453,16443794.77,411094.86925,155.0,0.20512820512820512
P0160,Menzah 6 Urban Living,Ariana,Menzah 6,36.853336,10.158631,Apartment,strong,2025-03-08,188,232000,1556,750,0.4820051413881748,460,195,127.0,78406.37,50.38969794344473,104.54182666666667,0.29562982005141386,0.42391304347826086,0.6512820512820513,27837656.94,219194.14913385827,61.0,0.675531914893617
P0192,Menzah 6 Urban Living,Ariana,Menzah 6,36.858232,10.163904,Apartment,strong,2025-02-25,176,255000,1599,763,0.47717323327079425,472,169,100.0,77891.94,48.712908067542216,102.08642201834863,0.2951844903064415,0.3580508474576271,0.591715976331361,24177334.8,241773.348,76.0,0.5681818181818182
P0167,Menzah 6 Urban Park,Ariana,Menzah 6,36.856461,10.156877,Apartment,weak,2025-04-07,228,204000,617,218,0.353322528363047,120,33,12.0,45232.15,73.30980551053484,207.4869266055046,0.19448946515397084,0.275,0.36363636363636365,2277452.76,189787.72999999998,216.0,0.05263157894736842
P0122,Menzah 6 Urban Suites,Ariana,Menzah 6,36.845708,10.170861,Apartment,average,2025-04-27,157,198000,839,319,0.3802145411203814,216,58,30.0,50499.62,60.19025029797378,158.30601880877742,0.25744934445768775,0.26851851851851855,0.5172413793103449,5588208.42,186273.614,127.0,0.1910828025477707
P0149,Menzah 6 Urban Suites,Ariana,Menzah 6,36.858119,10.164184,Apartment,average,2025-01-22,188,301000,1267,431,0.34017363851617993,302,90,50.0,72622.79,57.31869771112864,168.49835266821344,0.23835832675611682,0.2980132450331126,0.5555555555555556,14186903.48,283738.0696,138.0,0.26595744680851063
P0194,Menzah 6 Urban Suites,Ariana,Menzah 6,36.851042,10.17277,Apartment,average,2025-05-15,99,324000,853,255,0.2989449003516999,191,48,25.0,51100.05,59.906271981242675,200.39235294117648,0.223915592028136,0.2513089005235602,0.5208333333333334,7553844.25,302153.77,74.0,0.25252525252525254
P0195,Menzah 6 Urban Suites,Ariana,Menzah 6,36.85326,10.164776,Apartment,average,2025-03-24,169,310000,979,333,0.34014300306435136,244,73,34.0,56614.0,57.828396322778346,170.012012012012,0.24923391215526047,0.29918032786885246,0.4657534246575342,9921817.22,291818.15352941176,135.0,0.20118343195266272
P0145,Mnihla Business Terraces,Ariana,Mnihla,36.837849,10.075215,Office,weak,2025-02-13,68,226000,501,158,0.3153692614770459,96,20,10.0,35395.28,70.64926147704591,224.02075949367088,0.19161676646706588,0.20833333333333334,0.5,2121148.74,212114.874,58.0,0.14705882352941177
P0148,Mnihla Business Vista,Ariana,Mnihla,36.833868,10.075415,Office,average,2025-02-10,83,364000,704,223,0.31676136363636365,149,43,19.0,46529.39,66.09288352272728,208.6519730941704,0.21164772727272727,0.28859060402684567,0.4418604651162791,6539961.57,344208.50368421053,64.0,0.2289156626506024
P0175,Mnihla Signature Residences,Ariana,Mnihla,36.836366,10.076735,Villa,strong,2025-02-05,103,326000,1162,470,0.4044750430292599,335,109,65.0,60559.67,52.11675559380379,128.85036170212766,0.2882960413080895,0.3253731343283582,0.5963302752293578,20031596.13,308178.402,38.0,0.6310679611650486
P0150,Mnihla Signature Suites,Ariana,Mnihla,36.837171,10.085684,Villa,weak,2025-03-29,33,306000,475,136,0.2863157894736842,71,11,5.0,35752.94,75.26934736842105,262.8892647058824,0.14947368421052631,0.15492957746478872,0.45454545454545453,1443546.8599999999,288709.372,28.0,0.15151515151515152
P0165,Mnihla Signature Terraces,Ariana,Mnihla,36.834115,10.075996,Villa,average,2025-05-03,51,365000,557,150,0.26929982046678635,104,29,12.0,38597.06,69.29454219030521,257.31373333333335,0.1867145421903052,0.27884615384615385,0.41379310344827586,4115345.8,342945.48333333334,39.0,0.23529411764705882
P0198,Mnihla Signature Terraces,Ariana,Mnihla,36.833481,10.078711,Villa,average,2025-04-05,65,384000,653,167,0.2557427258805513,139,37,18.0,42029.67,64.36396630934149,251.67467065868263,0.21286370597243492,0.26618705035971224,0.4864864864864865,6440035.04,357779.72444444447,47.0,0.27692307692307694
P0142,Mnihla Urban Gardens,Ariana,Mnihla,36.837865,10.071109,Apartment,average,2025-01-11,217,264000,1329,516,0.38826185101580135,344,113,63.0,75791.45,57.02893152746426,146.88265503875968,0.2588412340105342,0.32848837209302323,0.5575221238938053,15663772.39,248631.30777777778,154.0,0.2903225806451613
P0169,Mnihla Urban Gardens,Ariana,Mnihla,36.834964,10.07628,Apartment,strong,2025-04-04,123,264000,1478,672,0.4546684709066306,496,198,123.0,72686.0,49.17861975642761,108.16369047619048,0.33558863328822736,0.39919354838709675,0.6212121212121212,30649798.55,249185.35406504065,0.0,1.0
P0158,Mnihla Urban Heights,Ariana,Mnihla,36.842074,10.081058,Apartment,average,2025-04-15,156,229000,995,396,0.39798994974874374,269,89,43.0,54714.4,54.98934673366834,138.16767676767677,0.27035175879396983,0.3308550185873606,0.48314606741573035,9323591.0,216827.6976744186,113.0,0.27564102564102566
P0133,Mnihla Urban Homes,Ariana,Mnihla,36.820875,10.084467,Apartment,average,2025-03-26,150,285000,943,345,0.36585365853658536,241,70,34.0,56968.52,60.412004241781545,165.12614492753622,0.25556733828207845,0.29045643153526973,0.4857142857142857,9116605.76,268135.46352941176,116.0,0.22666666666666666
P0174,Mnihla Urban Homes,Ariana,Mnihla,36.826777,10.074353,Apartment,average,2025-04-10,220,321000,883,302,0.3420158550396376,204,66,32.0,56394.71,63.867168742921855,186.7374503311258,0.23103057757644394,0.3235294117647059,0.48484848484848486,9690844.45,302838.8890625,188.0,0.14545454545454545
P0130,Mnihla Urban Living,Ariana,Mnihla,36.835738,10.080556,Apartment,weak,2025-05-28,153,264000,521,164,0.31477927063339733,101,25,6.0,35275.45,67.70719769673704,215.09420731707314,0.19385796545105566,0.24752475247524752,0.24,1509071.05,251511.84166666667,147.0,0.0392156862745098
P0153,Mnihla Urban Living,Ariana,Mnihla,36.835672,10.079591,Apartment,strong,2025-01-08,226,209000,1596,721,0.4517543859649123,515,216,147.0,86526.51,54.21460526315789,120.00902912621359,0.3226817042606516,0.41941747572815535,0.6805555555555556,29001791.88,197291.1012244898,79.0,0.6504424778761062
P0170,Mnihla Urban Living,Ariana,Mnihla,36.834499,10.071861,Apartment,average,2025-05-02,90,245000,871,335,0.38461538461538464,205,57,33.0,52840.34,60.66629161882893,157.73235820895522,0.23536165327210104,0.2780487804878049,0.5789473684210527,7620945.33,230937.73727272727,57.0,0.36666666666666664
P0187,Mnihla Urban Park,Ariana,Mnihla,36.835058,10.082689,Apartment,average,2025-04-29,133,193000,828,313,0.3780193236714976,227,66,35.0,51180.95,61.812741545893715,163.51741214057506,0.2741545893719807,0.2907488986784141,0.5303030303030303,6404051.97,182972.91342857142,98.0,0.2631578947368421
P0181,Mnihla Urban Residences,Ariana,Mnihla,36.836196,10.085093,Apartment,strong,2025-05-16,108,384000,1038,321,0.3092485549132948,246,74,37.0,58375.06,56.238015414258186,181.85376947040498,0.23699421965317918,0.3008130081300813,0.5,13408655.46,362396.09351351357,71.0,0.3425925925925926
P0201,Mnihla Urban Residences,Ariana,Mnihla,36.84003,10.08281,Apartment,weak,2025-02-16,192,153000,679,224,0.32989690721649484,121,36,9.0,51263.11,75.4979528718704,228.85316964285715,0.17820324005891017,0.2975206611570248,0.25,1287972.3,143108.03333333333,183.0,0.046875
P0204,Mnihla Urban Residences,Ariana,Mnihla,36.836541,10.080037,Apartment,strong,2025-06-06,198,314000,976,393,0.4026639344262295,268,98,58.0,53805.32,55.12840163934426,136.90921119592875,0.27459016393442626,0.3656716417910448,0.5918367346938775,17170133.8,296036.78965517244,140.0,0.29292929292929293
P0134,Mnihla Urban Suites,Ariana,Mnihla,36.833068,10.068105,Apartment,weak,2025-02-19,213,213000,714,237,0.3319327731092437,147,37,14.0,51034.45,71.47682072829132,215.33523206751053,0.20588235294117646,0.25170068027210885,0.3783783783783784,2789889.1,199277.79285714286,199.0,0.06572769953051644
P0138,Mnihla Urban Suites,Ariana,Mnihla,36.83182,10.07322,Apartment,weak,2025-05-01,171,185000,580,202,0.3482758620689655,105,25,11.0,40749.9,70.25844827586207,201.7321782178218,0.1810344827586207,0.23809523809523808,0.44,1902165.99,172924.1809090909,160.0,0.06432748538011696
P0131,Mnihla Urban Terraces,Ariana,Mnihla,36.83784,10.075374,Apartment,average,2025-01-01,136,202000,1285,518,0.4031128404669261,347,108,52.0,74068.47,57.6408326848249,142.98932432432431,0.27003891050583656,0.3112391930835735,0.48148148148148145,9891145.78,190214.34192307692,84.0,0.38235294117647056
P0203,Mnihla Urban Terraces,Ariana,Mnihla,36.843043,10.078587,Apartment,strong,2025-01-31,236,234000,1685,771,0.457566765578635,522,215,124.0,83790.86,49.727513353115725,108.67815823605707,0.30979228486646887,0.4118773946360153,0.5767441860465117,27400760.86,220973.8779032258,112.0,0.5254237288135594
P0143,Mnihla Urban Vista,Ariana,Mnihla,36.838695,10.076805,Apartment,average,2025-02-18,107,241000,1171,462,0.39453458582408196,301,106,65.0,66578.32,56.855952177625966,144.10891774891778,0.25704526046114434,0.3521594684385382,0.6132075471698113,14870547.24,228777.64984615386,42.0,0.6074766355140186
P0154,Raoued Business Gardens,Ariana,Raoued,36.888418,10.224793,Office,strong,2025-01-23,65,302000,1154,497,0.4306759098786828,357,139,65.0,58104.34,50.35038128249566,116.91014084507042,0.3093587521663778,0.38935574229691877,0.4676258992805755,18502762.86,284657.8901538461,0.0,1.0
P0128,Raoued Business Park,Ariana,Raoued,36.890232,10.234045,Office,average,2025-01-21,79,260000,793,316,0.39848675914249687,195,73,35.0,47001.3,59.27023959646911,148.73829113924052,0.2459016393442623,0.37435897435897436,0.4794520547945205,8610237.2,246006.7771428571,44.0,0.4430379746835443
P0189,Raoued Compact Gardens,Ariana,Raoued,36.88868,10.230843,Studio,strong,2025-03-22,124,188000,1479,634,0.42866801893171064,450,167,104.0,75715.13,51.19346179851251,119.42449526813881,0.30425963488843816,0.3711111111111111,0.6227544910179641,18426850.6,177181.25576923077,20.0,0.8387096774193549
P0196,Raoued Compact Heights,Ariana,Raoued,36.888117,10.225117,Studio,strong,2025-02-23,161,284000,1702,680,0.399529964747356,511,179,107.0,82472.11,48.455998824911866,121.28251470588235,0.300235017626322,0.350293542074364,0.5977653631284916,28712541.71,268341.5113084112,54.0,0.6645962732919255
P0163,Raoued Signature Living,Ariana,Raoued,36.892588,10.224427,Villa,average,2025-04-17,60,435000,545,123,0.22568807339449543,130,26,16.0,39802.27,73.03168807339449,323.59569105691054,0.23853211009174313,0.2,0.6153846153846154,6574742.18,410921.38625,44.0,0.26666666666666666
P0155,Raoued Urban Gardens,Ariana,Raoued,36.883969,10.226737,Apartment,average,2025-05-12,223,277000,733,280,0.3819918144611187,174,62,33.0,46417.53,63.32541609822646,165.77689285714285,0.2373806275579809,0.3563218390804598,0.532258064516129,8541457.9,258832.0575757576,190.0,0.14798206278026907
P0161,Raoued Urban Gardens,Ariana,Raoued,36.894485,10.232255,Apartment,average,2025-01-21,125,259000,1178,441,0.37436332767402375,290,89,46.0,70975.86,60.251154499151106,160.94299319727892,0.2461799660441426,0.30689655172413793,0.5168539325842697,11212791.36,243756.33391304346,79.0,0.368
P0162,Raoued Urban Gardens,Ariana,Raoued,36.900991,10.23097,Apartment,average,2025-05-19,209,323000,757,217,0.2866578599735799,176,51,25.0,49032.25,64.77179656538969,225.95506912442397,0.23249669749009247,0.2897727272727273,0.49019607843137253,7697746.17,307909.8468,184.0,0.11961722488038277
P0178,Raoued Urban Gardens,Ariana,Raoued,36.894245,10.237329,Apartment,average,2025-01-31,202,237000,1163,457,0.3929492691315563,296,100,52.0,68270.03,58.70165950128977,149.38737417943108,0.2545141874462597,0.33783783783783783,0.52,11596246.7,223004.74423076923,150.0,0.25742574257425743
P0202,Raoued Urban Homes,Ariana,Raoued,36.895401,10.235473,Apartment,weak,2025-02-12,202,268000,718,225,0.31337047353760444,131,26,9.0,52401.91,72.98316155988859,232.8973777777778,0.18245125348189414,0.1984732824427481,0.34615384615384615,2314123.4299999997,257124.82555555552,193.0,0.04455445544554455
P0144,Raoued Urban Park,Ariana,Raoued,36.893677,10.22105,Apartment,weak,2025-05-25,116,192000,470,159,0.3382978723404255,97,18,10.0,34863.73,74.17814893617022,219.2687421383648,0.20638297872340425,0.18556701030927836,0.5555555555555556,1816122.51,181612.251,106.0,0.08620689655172414
P0157,Raoued Urban Suites,Ariana,Raoued,36.891047,10.245426,Apartment,average,2025-04-07,128,220000,995,398,0.4,269,84,39.0,56210.12,56.492582914572864,141.23145728643217,0.27035175879396983,0.31226765799256506,0.4642857142857143,8056653.7,206580.8641025641,89.0,0.3046875
P0168,Raoued Urban Terraces,Ariana,Raoued,36.889525,10.23866,Apartment,average,2025-01-31,140,318000,1087,360,0.3311867525298988,249,64,31.0,67220.63,61.84050597976081,186.72397222222224,0.22907083716651333,0.2570281124497992,0.484375,9202957.14,296869.58516129036,109.0,0.22142857142857142
P0176,Raoued Urban Terraces,Ariana,Raoued,36.884423,10.23256,Apartment,average,2025-05-20,105,194000,768,308,0.4010416666666667,202,44,19.0,44012.41,57.30782552083334,142.89743506493508,0.2630208333333333,0.21782178217821782,0.4318181818181818,3441498.71,181131.51105263157,86.0,0.18095238095238095
P0126,Raoued Urban Vista,Ariana,Raoued,36.883762,10.230038,Apartment,weak,2025-03-10,235,252000,675,195,0.28888888888888886,120,25,13.0,47909.6,70.97718518518518,245.6902564102564,0.17777777777777778,0.20833333333333334,0.52,3116693.97,239745.69,222.0,0.05531914893617021
P0404,Bir Bouregba Compact Residences,Hammamet,Bir Bouregba,36.437738,10.573867,Studio,strong,2025-03-06,127,356000,1579,621,0.39328689043698545,413,132,68.0,77879.64,49.32212792906903,125.41004830917875,0.2615579480683977,0.3196125907990315,0.5151515151515151,22909544.59,336905.0675,59.0,0.5354330708661418
P0420,Bir Bouregba Compact Residences,Hammamet,Bir Bouregba,36.441624,10.578116,Studio,weak,2025-05-02,160,217000,607,195,0.3212520593080725,96,23,8.0,40722.02,67.08734761120263,208.83087179487177,0.15815485996705106,0.23958333333333334,0.34782608695652173,1638749.51,204843.68875,152.0,0.05
P0426,Bir Bouregba Signature Gardens,Hammamet,Bir Bouregba,36.433523,10.568005,Villa,average,2025-04-09,76,282000,583,206,0.35334476843910806,126,32,19.0,36657.0,62.876500857632934,177.94660194174756,0.21612349914236706,0.25396825396825395,0.59375,5031835.38,264833.4410526316,57.0,0.25
P0428,Bir Bouregba Signature Gardens,Hammamet,Bir Bouregba,36.43369,10.562656,Villa,average,2025-01-14,74,404000,775,226,0.29161290322580646,165,38,12.0,49453.9,63.81148387096774,218.82256637168143,0.2129032258064516,0.23030303030303031,0.3157894736842105,4542347.78,378528.9816666667,62.0,0.16216216216216217
P0442,Bir Bouregba Signature Gardens,Hammamet,Bir Bouregba,36.442907,10.569305,Villa,weak,2025-03-01,57,270000,494,153,0.3097165991902834,86,15,7.0,35217.23,71.28993927125507,230.17797385620918,0.17408906882591094,0.1744186046511628,0.4666666666666667,1772139.16,253162.73714285714,50.0,0.12280701754385964
P0437,Bir Bouregba Signature Heights,Hammamet,Bir Bouregba,36.440878,10.572604,Villa,weak,2025-04-20,93,345000,446,111,0.24887892376681614,68,14,4.0,33102.38,74.22058295964125,298.21963963963964,0.15246636771300448,0.20588235294117646,0.2857142857142857,1335542.08,333885.52,89.0,0.043010752688172046
